contract,dependents,internet_service,monthly_charges,online_security,tech_support,tenure_months,total_charges,multiple_lines,online_backup,paperless_billing,partner,churn_value
2,1,2,0.572139303482587,2,2,0.0985915492957746,0.0677879067620586,2,2,1,1,1
2,1,0,0.008457711442786,0,0,0.0,3.4618047542118394e-05,1,0,1,1,1
2,1,2,0.617412935323383,1,2,0.0,0.0070966997461343,2,2,1,0,1
2,1,2,0.5636815920398011,2,2,0.0,0.0064735748903761,1,2,1,1,1
2,1,2,0.6228855721393034,2,2,0.1126760563380281,0.0845661204708054,1,2,1,1,1
2,1,1,0.0646766169154228,2,2,0.028169014084507,0.00555619663051,0,2,0,1,1
2,1,2,0.7223880597014924,2,2,0.676056338028169,0.5189303023309486,2,2,1,1,1
2,1,2,0.6114427860696517,2,2,0.0140845070422535,0.0168705285021924,1,1,0,0,1
0,1,1,0.3910447761194029,1,1,0.7605633802816901,0.3493653357950612,1,1,0,0,1
2,1,2,0.6791044776119403,2,2,0.2816901408450704,0.2065428109854604,2,2,1,0,1
2,1,2,0.8527363184079603,2,2,0.9577464788732396,0.8571543964920378,2,1,1,0,1
2,1,1,0.0681592039800995,2,2,0.0,0.0007269789983844,0,2,1,1,1
2,1,1,0.3054726368159204,1,1,0.5352112676056339,0.2148684514193399,0,1,1,1,1
2,1,2,0.6497512437810945,2,2,0.0704225352112676,0.0529367643664897,1,1,1,0,1
2,1,2,0.7054726368159204,2,2,0.2253521126760563,0.1705631202400185,1,1,1,1,1
2,1,2,0.5194029850746269,2,2,0.0,0.0059600738518347,1,2,1,1,1
1,1,1,0.4184079601990049,1,2,0.8028169014084507,0.409069928456035,1,1,0,0,1
2,0,1,0.0646766169154228,2,2,0.0,0.000686591276252,0,2,0,1,1
2,1,2,0.8462686567164178,2,1,0.2535211267605634,0.2300830833141011,2,2,0,0,1
2,1,2,0.599502487562189,2,2,0.028169014084507,0.0257615970459266,1,2,1,1,1
2,1,0,0.0159203980099502,0,0,0.028169014084507,0.0051869374567274,1,0,0,1,1
2,1,2,0.6134328358208956,2,2,0.028169014084507,0.0279367643664897,1,2,1,1,1
2,1,2,0.8104477611940298,2,2,0.4084507042253521,0.3402434802677129,2,1,1,1,1
2,1,1,0.4014925373134328,2,1,0.1971830985915492,0.1062658666051234,2,1,1,1,1
2,1,2,0.7985074626865671,2,2,0.1267605633802817,0.1175801984768059,2,2,1,0,1
2,1,1,0.3203980099502488,2,2,0.0,0.0036522040156935,1,2,1,1,1
2,1,2,0.7601990049751244,2,2,0.5211267605633804,0.4160512347103623,2,1,1,0,1
2,1,2,0.8159203980099502,2,2,0.0,0.0093987999076852,2,1,1,1,1
2,1,2,0.6985074626865672,2,2,0.2112676056338028,0.1619316870528502,2,2,1,1,1
2,1,2,0.5134328358208955,2,2,0.0,0.0058908377567505,1,2,1,1,1
2,1,2,0.6313432835820896,1,2,0.1549295774647887,0.0969074544195707,1,2,0,1,1
2,1,2,0.6134328358208956,2,2,0.0422535211267605,0.0352527117470574,1,2,1,1,1
2,1,0,0.0711442786069651,0,0,0.1971830985915492,0.0439418416801292,2,0,1,1,1
2,1,2,0.6517412935323383,1,2,0.5633802816901409,0.3755769674590353,2,2,1,0,1
2,1,0,0.02636815920398,0,0,0.0,0.0002423263327948,1,0,0,1,1
2,1,2,0.5089552238805971,2,2,0.0,0.0058389106854373,1,2,1,0,1
2,1,2,0.5636815920398011,2,2,0.0845070422535211,0.0602757904454188,2,2,1,1,1
2,1,2,0.5562189054726369,1,2,0.5774647887323944,0.3704823447957535,1,2,1,0,1
2,1,2,0.5159203980099502,2,2,0.0,0.0059196861297022,1,2,1,1,1
2,1,2,0.5975124378109452,1,2,0.1549295774647887,0.1027521347795984,2,2,1,1,1
2,1,2,0.781592039800995,2,2,0.7605633802816901,0.6075640433879529,2,2,1,1,1
2,1,2,0.7577114427860697,1,2,0.2253521126760563,0.1844795753519501,2,1,1,1,1
2,1,2,0.6572139303482587,2,2,0.0,0.0075582737133625,1,1,0,1,1
0,1,1,0.7383084577114428,1,1,1.0,0.7409935379644588,2,1,0,0,1
2,1,2,0.8089552238805969,2,2,0.1408450704225352,0.1283637202861758,2,2,1,0,1
2,1,2,0.6268656716417911,2,2,0.0985915492957746,0.0654454188783752,2,2,1,1,1
2,0,0,0.0169154228855721,0,0,0.0,0.0001327025155781,1,0,0,0,1
2,1,2,0.8059701492537313,1,2,0.3098591549295775,0.2501269328409877,2,1,1,0,1
0,1,2,0.618905472636816,2,1,0.5352112676056339,0.3672686360489268,1,2,1,1,1
2,1,2,0.607960199004975,2,2,0.1126760563380281,0.074134548811447,2,2,1,0,1
2,1,2,0.6119402985074627,2,2,0.1971830985915492,0.1261308562197092,2,1,1,1,1
2,1,2,0.8139303482587064,2,2,0.4084507042253521,0.3493364874221094,2,2,1,0,1
2,1,2,0.508457711442786,2,2,0.0,0.0058331410108469,1,2,1,1,1
2,1,2,0.672139303482587,2,1,0.028169014084507,0.0292407108239095,1,2,0,1,1
0,1,1,0.6114427860696517,1,2,0.9295774647887324,0.6086545118855297,2,2,1,0,1
2,1,1,0.3213930348258705,2,2,0.0,0.0036637433648742,2,2,0,1,1
2,1,2,0.6199004975124378,2,2,0.0,0.007125548119086,1,2,1,0,1
2,1,2,0.6592039800995024,2,2,0.1549295774647887,0.1036348949919224,2,1,1,0,1
2,1,2,0.6572139303482587,2,2,0.295774647887324,0.211960535425802,1,1,1,1,1
2,1,2,0.4925373134328358,2,2,0.0140845070422535,0.011291253173321,1,2,1,1,1
2,1,2,0.6666666666666666,2,2,0.3661971830985915,0.2617643664897299,2,2,1,1,1
2,1,2,0.6149253731343283,2,2,0.1267605633802817,0.0936879759981537,2,1,1,1,1
2,1,0,0.017412935323383,0,0,0.0,0.0001384721901684,1,0,0,1,1
2,1,1,0.3039800995024875,1,2,0.295774647887324,0.1195245788137549,1,2,1,1,1
2,1,2,0.6646766169154228,2,2,0.0,0.0076448188322178,2,2,1,1,1
2,1,2,0.8412935323383085,2,1,0.2816901408450704,0.2413281790906993,1,1,1,0,1
2,1,2,0.8129353233830846,2,1,0.0704225352112676,0.0610258481421647,1,2,1,1,1
1,1,2,0.990547263681592,1,1,1.0,1.0,2,1,1,0,1
2,1,2,0.6094527363184079,2,2,0.7464788732394366,0.5021290099238402,2,1,1,1,1
2,1,2,0.6109452736318408,2,1,0.028169014084507,0.0268809139164551,2,2,1,0,1
2,1,2,0.7606965174129353,2,2,0.0985915492957746,0.0832564043387952,1,2,1,1,1
2,1,2,0.7388059701492538,2,2,0.056338028169014,0.0500692360950842,2,2,1,1,1
2,0,0,0.0119402985074626,0,0,0.0,7.500576967459007e-05,1,0,0,0,1
2,1,2,0.5701492537313433,2,2,0.0140845070422535,0.0170205400415416,2,2,1,1,1
2,1,2,0.5149253731343283,2,2,0.0,0.0059081467805215,1,2,1,0,1
0,1,1,0.5626865671641791,1,1,0.9014084507042254,0.5540445418878375,1,2,1,0,1
2,1,2,0.8572139303482588,2,2,0.4507042253521127,0.3912762520193861,2,1,1,0,1
2,1,2,0.6761194029850747,1,2,0.1971830985915492,0.1444034156473575,1,2,0,1,1
2,0,1,0.3278606965174129,2,1,0.4084507042253521,0.1780175398107547,0,2,0,0,1
2,1,0,0.0124378109452736,0,0,0.0140845070422535,0.00147126702054,1,0,0,1,1
2,1,2,0.5636815920398011,2,2,0.0422535211267605,0.0349584583429494,2,2,1,1,1
2,1,2,0.5636815920398011,2,2,0.0140845070422535,0.0148107546734364,2,2,0,1,1
2,1,2,0.8159203980099502,2,2,0.3380281690140845,0.2733614124163397,2,1,1,1,1
2,1,2,0.8412935323383085,1,2,0.3380281690140845,0.3048003692591737,2,1,1,1,1
1,1,2,0.8134328358208955,2,1,0.5915492957746479,0.4838160627740596,2,2,1,1,1
2,1,2,0.8119402985074626,2,1,0.1267605633802817,0.112174013385645,1,1,1,0,1
2,1,2,0.7557213930348259,2,2,0.0140845070422535,0.0201938610662358,2,2,1,1,1
2,1,2,0.6527363184079601,2,2,0.1126760563380281,0.0890087699053773,2,2,1,1,1
2,1,2,0.6970149253731343,2,2,0.3661971830985915,0.2825928917609047,2,2,0,1,1
1,1,2,0.8537313432835821,2,1,0.9577464788732396,0.8358181398569121,1,1,1,1,1
2,1,2,0.7606965174129353,2,2,0.295774647887324,0.2187975998153704,1,2,1,0,1
2,1,2,0.8199004975124379,2,2,0.7746478873239437,0.6541945534271867,2,2,1,0,1
0,1,1,0.6199004975124378,2,2,0.9154929577464788,0.6053888760673899,2,1,1,0,1
2,1,2,0.6029850746268656,1,2,0.323943661971831,0.202336718209093,2,2,1,0,1
2,1,1,0.2606965174129353,2,2,0.0,0.0029598430648511,1,2,1,1,1
2,1,2,0.6631840796019901,2,2,0.4929577464788732,0.351765520424648,2,2,1,1,1
2,1,0,0.0199004975124378,0,0,0.0,0.0001673205631202,1,0,0,1,1
2,1,1,0.2074626865671641,1,2,0.323943661971831,0.1099123009462266,0,2,0,0,1
2,1,2,0.5796019900497512,2,2,0.0140845070422535,0.0165762750980844,2,2,1,1,1
2,1,1,0.3079601990049751,2,1,0.056338028169014,0.0228594507269789,1,2,1,1,1
2,1,0,0.0487562189054726,0,0,0.1408450704225352,0.0261250865451188,2,0,0,1,1
2,1,2,0.6228855721393034,2,2,0.0422535211267605,0.0327659819986152,1,2,0,0,1
2,1,1,0.4164179104477612,2,1,0.0,0.0047657512116316,2,1,0,1,1
2,1,2,0.6039800995024875,2,2,0.0,0.0069409185321947,1,2,1,1,1
2,1,1,0.2676616915422885,2,2,0.0140845070422535,0.0091968612970228,1,2,1,1,1
2,1,2,0.6084577114427862,2,2,0.028169014084507,0.0260616201246249,1,2,1,1,1
1,1,1,0.3552238805970149,2,2,0.6056338028169015,0.2719363027925225,0,1,1,1,1
2,1,2,0.8064676616915423,2,2,0.323943661971831,0.2783925686591276,1,1,1,0,1
2,1,2,0.6208955223880598,2,2,0.2394366197183098,0.1653704131087006,2,1,1,1,1
2,1,2,0.5258706467661691,2,2,0.0,0.0060350796215093,1,2,0,1,1
1,1,2,0.8756218905472636,2,2,0.9014084507042254,0.8032540964689592,2,1,1,0,1
1,1,0,0.0253731343283581,0,0,0.7323943661971831,0.1157396722824832,1,0,0,0,1
2,1,2,0.753731343283582,2,2,0.0,0.008677590583891,2,2,1,1,1
2,1,2,0.7124378109452736,2,2,0.1971830985915492,0.1622605585045003,2,1,0,1,1
2,1,1,0.2761194029850746,2,2,0.0422535211267605,0.0201707823678744,1,2,1,1,1
2,1,1,0.4776119402985074,2,1,0.1126760563380281,0.0694380336948996,1,1,0,1,1
2,1,2,0.7139303482587065,2,1,0.295774647887324,0.2279021463189476,2,2,1,1,1
1,1,2,0.5194029850746269,2,2,0.5211267605633804,0.2975767366720517,1,2,1,1,1
0,1,0,0.0149253731343283,0,0,0.7323943661971831,0.119264943457189,1,0,0,1,1
2,1,1,0.3552238805970149,1,1,0.0,0.0040560812370182,1,2,1,1,1
2,1,2,0.8681592039800995,2,2,0.0985915492957746,0.0935552734825755,2,1,1,1,1
2,1,2,0.6243781094527363,2,2,0.2112676056338028,0.1492441726286637,1,2,1,1,1
2,1,2,0.5129353233830846,2,2,0.0,0.0058850680821601,1,2,1,0,1
2,1,2,0.5522388059701492,2,2,0.0845070422535211,0.0607373644126471,2,2,0,1,1
2,1,1,0.3611940298507462,1,2,0.1126760563380281,0.0548407569813062,2,2,0,1,1
2,1,2,0.5771144278606964,2,2,0.5070422535211268,0.3257269789983845,2,2,1,1,1
2,1,2,0.7527363184079602,2,2,0.056338028169014,0.0540099238402954,2,2,1,1,1
2,1,2,0.518905472636816,2,2,0.028169014084507,0.0214516501269328,1,2,1,1,1
2,1,2,0.7253731343283583,2,2,0.4225352112676057,0.3434860373874913,2,1,1,0,1
2,1,2,0.5243781094527363,2,2,0.0140845070422535,0.0137491345488114,1,2,1,1,1
2,1,2,0.808457711442786,2,2,0.5070422535211268,0.4319409185321948,2,2,1,0,1
2,1,2,0.6532338308457711,1,2,0.5211267605633804,0.3709669974613431,1,1,1,1,1
2,1,2,0.9870646766169154,1,1,0.6619718309859155,0.6254442649434572,2,1,0,0,1
2,1,2,0.8572139303482588,1,2,0.1267605633802817,0.1226228940687745,1,1,1,1,1
2,1,1,0.1109452736318407,2,2,0.0985915492957746,0.0234364181860143,0,2,1,1,1
2,1,1,0.2626865671641791,2,2,0.0140845070422535,0.0064735748903761,1,2,0,1,1
2,1,1,0.0696517412935323,2,2,0.028169014084507,0.0046272790214631,0,2,0,1,1
2,1,2,0.6547263681592039,2,2,0.0422535211267605,0.0363201015462728,2,1,0,1,1
2,1,2,0.6711442786069651,2,2,0.5070422535211268,0.3637606738979921,2,2,1,0,1
2,1,2,0.5616915422885572,2,2,0.0,0.0064504961920147,1,1,1,1,1
2,1,2,0.7218905472636815,2,2,0.056338028169014,0.050392337872144,2,1,1,1,1
2,1,2,0.8746268656716417,2,2,0.3802816901408451,0.3616085852757904,2,1,1,1,1
1,1,1,0.6676616915422885,1,1,0.4084507042253521,0.2898222940226171,1,1,0,1,1
2,1,2,0.7223880597014924,1,2,0.4929577464788732,0.3655550426955919,2,2,1,1,1
2,1,1,0.1741293532338308,2,2,0.0,0.0019559196861297,0,2,1,1,1
2,0,1,0.2761194029850746,2,2,0.0422535211267605,0.0187860604661897,1,2,0,0,1
2,1,2,0.7079601990049752,1,2,0.2253521126760563,0.1754731133164089,1,2,1,0,1
2,1,0,0.0154228855721393,0,0,0.028169014084507,0.0045407339026078,1,0,1,1,1
2,0,1,0.3248756218905472,2,2,0.0422535211267605,0.0238633741057004,2,2,1,0,1
2,1,2,0.6243781094527363,2,2,0.0422535211267605,0.0371624740364643,1,2,1,1,1
2,1,2,0.7970149253731342,2,2,0.352112676056338,0.2880798522963305,2,2,1,1,1
2,1,1,0.3258706467661691,2,2,0.056338028169014,0.0331352411723978,0,1,1,1,1
2,1,2,0.7303482587064677,2,2,0.0422535211267605,0.0399953842603277,2,1,1,0,1
2,1,2,0.7223880597014924,2,2,0.0,0.0083141010846988,1,2,1,1,1
2,1,2,0.5089552238805971,2,2,0.0,0.0058389106854373,1,2,0,1,1
2,1,2,0.7582089552238807,2,2,0.0985915492957746,0.083562197092084,1,2,1,1,1
2,0,0,0.0189054726368158,0,0,0.0,0.0001557812139395,1,0,1,0,1
2,1,2,0.7706467661691543,2,2,0.6901408450704226,0.5536464343411032,2,2,1,1,1
2,1,2,0.564179104477612,2,2,0.352112676056338,0.2095718901453958,2,2,1,1,1
2,1,1,0.2955223880597015,2,2,0.0704225352112676,0.0330371567043618,0,2,1,1,1
2,1,1,0.4512437810945273,2,1,0.028169014084507,0.0157915993537964,2,2,1,1,1
2,1,1,0.1850746268656716,2,1,0.028169014084507,0.0103738749134548,0,1,1,1,1
2,1,1,0.2572139303482587,2,2,0.0,0.0029194553427186,1,2,1,1,1
2,1,1,0.3233830845771144,2,2,0.1830985915492957,0.0800773136395107,0,2,1,1,1
1,1,2,0.8572139303482588,2,2,0.8450704225352113,0.7369259173782599,2,1,1,0,1
2,1,1,0.2094527363184079,2,2,0.5492957746478874,0.1867759058389107,0,1,1,0,1
1,1,2,0.8776119402985075,1,2,0.8028169014084507,0.7070216939764598,1,1,1,1,1
2,1,2,0.7741293532338308,1,2,0.2394366197183098,0.1986960535425802,1,2,1,1,1
2,1,2,0.5656716417910447,2,2,0.0845070422535211,0.0616374336487422,2,2,1,1,1
2,1,1,0.2631840796019901,2,2,0.0140845070422535,0.0086429725363489,1,2,1,1,1
2,1,1,0.3656716417910447,2,1,0.2535211267605634,0.1185898915301177,1,2,1,1,1
2,1,2,0.5582089552238805,2,2,0.1408450704225352,0.0940918532194784,2,2,1,0,1
1,1,2,0.8601990049751244,1,1,0.5352112676056339,0.4749653819524579,1,2,1,0,1
2,1,1,0.372636815920398,1,2,0.1971830985915492,0.1016616662820217,2,2,1,1,1
2,1,0,0.0159203980099502,0,0,0.056338028169014,0.0102988691437802,1,0,0,1,1
2,1,2,0.517910447761194,2,2,0.0,0.0059427648280636,1,2,1,1,1
2,1,2,0.6696517412935323,2,2,0.1267605633802817,0.0961170090006923,2,2,0,0,1
2,1,2,0.7587064676616915,2,2,0.0704225352112676,0.0642337872144011,1,2,0,1,1
2,1,2,0.6676616915422885,2,2,0.2112676056338028,0.1565139626125086,2,2,1,0,1
2,1,2,0.6109452736318408,2,2,0.0140845070422535,0.0154511885529656,1,2,1,1,1
2,1,2,0.6104477611940298,2,2,0.0140845070422535,0.0203381029309946,1,2,1,1,1
2,1,2,0.7199004975124377,1,2,0.2535211267605634,0.1893837987537503,2,2,1,1,1
2,1,0,0.0194029850746268,0,0,0.0,0.0001615508885298,1,0,1,1,1
0,1,2,0.8736318407960199,1,2,0.9154929577464788,0.8034329563812601,2,2,1,0,1
2,1,2,0.8049751243781095,2,2,0.4929577464788732,0.4150473113316408,2,1,1,1,1
2,1,1,0.3746268656716417,1,2,0.5352112676056339,0.2498903761827832,0,2,0,0,1
2,1,2,0.6378109452736318,2,2,0.2816901408450704,0.2116374336487422,2,1,1,1,1
2,1,1,0.2203980099502487,2,1,0.0140845070422535,0.006733210246942,0,1,1,1,1
2,1,2,0.5681592039800994,2,2,0.0422535211267605,0.0368451419339949,2,2,0,1,1
1,1,2,0.6656716417910448,2,2,0.4788732394366197,0.3475421186245095,1,2,1,1,1
1,1,2,0.7517412935323382,2,2,0.4507042253521127,0.3583775675051927,1,2,1,0,1
1,1,0,0.0213930348258706,0,0,0.619718309859155,0.1051984768059081,1,0,1,1,1
2,1,2,0.7606965174129353,1,2,0.0845070422535211,0.0755019616893607,2,1,1,0,1
2,1,1,0.1218905472636815,2,2,0.0704225352112676,0.021913224094161,0,1,1,1,1
2,1,2,0.5845771144278606,2,2,0.028169014084507,0.0252654050311562,2,2,1,1,1
2,0,0,0.0184079601990049,0,0,0.1408450704225352,0.0233729517655204,1,0,0,1,1
2,1,2,0.5676616915422885,2,2,0.0,0.006519732287099,1,2,0,1,1
2,1,2,0.518905472636816,2,2,0.0,0.0059543041772444,1,2,0,1,1
1,1,1,0.3134328358208955,1,2,0.0845070422535211,0.0360604661897069,1,2,1,0,1
2,1,2,0.5676616915422885,2,2,0.1971830985915492,0.1302388645280406,1,1,1,1,1
2,1,2,0.753731343283582,2,2,0.1408450704225352,0.1223286406646665,2,2,1,0,1
1,1,2,0.9960199004975124,1,1,0.9295774647887324,0.8983787214401108,2,1,1,1,1
2,1,1,0.1213930348258706,1,2,0.0985915492957746,0.0239614585737364,0,2,1,1,1
2,1,2,0.7746268656716417,2,2,0.6056338028169015,0.5014193399492269,2,2,1,0,1
2,1,2,0.8557213930348259,2,2,0.323943661971831,0.2786868220632356,2,1,1,0,1
2,1,2,0.6164179104477612,2,2,0.1971830985915492,0.1382933302561735,2,1,1,1,1
2,1,2,0.8552238805970148,1,2,0.2253521126760563,0.1990191553196399,2,2,1,0,1
2,1,2,0.5114427860696518,2,2,0.0,0.0058677590583891,1,2,1,1,1
2,1,2,0.6223880597014925,2,2,0.1126760563380281,0.0801177013616432,1,2,1,1,1
2,1,2,0.617412935323383,2,2,0.0845070422535211,0.0586083544888068,1,2,1,1,1
2,1,2,0.6552238805970149,2,2,0.4929577464788732,0.346503577198246,2,2,1,0,1
2,1,1,0.508457711442786,2,1,0.028169014084507,0.0199111470113085,1,2,1,1,1
2,1,2,0.6104477611940298,2,2,0.4647887323943662,0.3115047311331641,2,1,1,0,1
2,1,1,0.1810945273631841,2,2,0.0,0.0020366951303946,0,2,1,1,1
2,1,2,0.7079601990049752,2,2,0.295774647887324,0.228790676205862,1,1,1,1,1
2,1,2,0.617910447761194,1,2,0.647887323943662,0.4393087929840756,2,2,0,0,1
2,1,1,0.2228855721393034,2,2,0.323943661971831,0.1055273482575582,0,2,1,0,1
1,1,1,0.4199004975124378,2,1,0.7323943661971831,0.3652723286406646,0,1,1,0,1
2,1,2,0.6631840796019901,2,2,0.0985915492957746,0.0861008539118393,2,2,1,0,1
2,1,2,0.5502487562189055,2,2,0.0140845070422535,0.014608816062774,1,1,1,0,1
2,1,0,0.0189054726368158,0,0,0.0985915492957746,0.0158608354488806,1,0,0,0,1
1,1,1,0.163681592039801,2,2,0.6619718309859155,0.1829794599584583,0,1,0,0,1
1,1,2,0.8885572139303483,2,1,0.5915492957746479,0.521013154858066,2,2,1,0,1
2,1,2,0.8009950248756219,2,2,0.2112676056338028,0.1810235402723286,2,2,1,0,1
2,1,2,0.8248756218905472,2,2,0.0985915492957746,0.0950957765981998,1,1,0,0,1
2,1,2,0.7009950248756219,2,2,0.2676056338028169,0.2010904684975767,2,2,1,1,1
2,1,2,0.6119402985074627,2,2,0.0140845070422535,0.0168128317562889,1,2,1,1,1
2,1,2,0.7592039800995024,2,2,0.3661971830985915,0.3122317101315485,2,2,1,1,1
2,1,2,0.5054726368159204,2,2,0.056338028169014,0.0345834294945765,1,2,1,1,1
0,1,2,0.7761194029850746,2,1,0.7183098591549296,0.5736729748442188,2,2,1,0,1
2,1,2,0.8243781094527362,2,2,0.5070422535211268,0.429869605354258,2,2,1,1,1
1,1,2,0.8601990049751244,2,1,0.9577464788732396,0.831012000923148,2,1,1,1,1
2,0,1,0.3681592039800995,1,2,0.5492957746478874,0.2446803600276944,1,1,1,1,1
2,1,2,0.7149253731343282,2,2,0.0704225352112676,0.0579852296330486,2,1,1,1,1
2,1,1,0.3532338308457711,2,2,0.1408450704225352,0.0679898453727209,2,2,0,1,1
2,1,2,0.7069651741293532,2,2,0.0704225352112676,0.0644818832217863,1,2,0,1,1
2,1,2,0.7656716417910447,2,2,0.028169014084507,0.0316235864297253,2,2,1,0,1
2,1,1,0.2731343283582089,2,2,0.056338028169014,0.0206785137318255,0,2,0,1,1
2,1,2,0.5597014925373134,1,2,0.0985915492957746,0.0682090930071544,1,2,1,0,1
2,1,2,0.6109452736318408,2,2,0.0,0.0070216939764597,1,2,1,1,1
2,1,2,0.8263681592039801,2,1,0.3802816901408451,0.3223401800138472,2,2,1,0,1
2,1,2,0.6149253731343283,2,2,0.0,0.0070678513731825,1,2,1,0,1
2,1,2,0.7059701492537314,2,2,0.3943661971830986,0.3092026309716131,2,2,1,0,1
2,1,2,0.6507462686567165,2,2,0.2535211267605634,0.1669686129702285,2,2,1,0,1
2,1,0,0.0124378109452736,0,0,0.0704225352112676,0.0147126702054004,1,0,0,0,1
2,1,1,0.3283582089552238,2,1,0.0,0.0037445188091391,1,2,0,1,1
2,1,1,0.2721393034825871,2,2,0.0,0.0030925455804292,1,2,1,1,1
2,1,1,0.3124378109452736,2,1,0.0704225352112676,0.0286810523886452,1,2,1,1,1
2,0,0,0.017412935323383,0,0,0.1971830985915492,0.0310696976690514,1,0,1,0,1
2,1,1,0.1567164179104477,2,2,0.3380281690140845,0.0962612508654511,0,2,1,0,1
2,1,2,0.7388059701492538,2,1,0.1267605633802817,0.1056196630510039,1,1,1,0,1
2,1,2,0.6975124378109452,2,2,0.1690140845070422,0.1389337641357027,1,2,0,0,1
0,1,2,0.8925373134328359,2,1,0.676056338028169,0.6086314331871683,2,1,1,0,1
2,1,2,0.5592039800995025,2,2,0.0,0.006421647819063,2,2,1,1,1
2,1,1,0.4626865671641791,2,2,0.5070422535211268,0.2684514193399492,1,2,1,1,1
2,1,2,0.7119402985074627,2,2,0.352112676056338,0.2673090237710593,1,1,0,1,1
1,1,2,0.7686567164179104,2,2,0.1549295774647887,0.1265116547426725,1,2,0,1,1
2,1,1,0.1134328358208954,2,1,0.1267605633802817,0.0314562658666051,0,2,1,1,1
2,1,2,0.6592039800995024,1,2,0.056338028169014,0.0501903992614816,2,2,1,0,1
2,1,2,0.7208955223880598,2,2,0.2394366197183098,0.1821428571428571,2,2,1,1,1
2,1,2,0.517910447761194,2,2,0.028169014084507,0.0250057696745903,1,2,1,1,1
1,1,2,0.8527363184079603,1,2,0.7464788732394366,0.6485402723286406,2,2,1,1,1
2,1,2,0.5621890547263682,2,2,0.1267605633802817,0.0901050080775444,2,2,1,1,1
2,1,1,0.3238805970149253,2,1,0.0,0.0036925917378259,1,2,1,1,1
2,1,2,0.6169154228855721,2,2,0.0140845070422535,0.014510731594738,1,2,1,1,1
2,1,2,0.6034825870646766,2,2,0.4366197183098592,0.2803081006231248,2,2,1,0,1
2,1,2,0.6616915422885572,2,2,0.4929577464788732,0.3497980613893376,2,2,1,1,1
2,1,2,0.6686567164179105,2,2,0.7323943661971831,0.5190918532194784,2,2,0,1,1
2,0,0,0.0164179104477611,0,0,0.0,0.0001269328409877,1,0,0,0,1
2,1,2,0.8079601990049752,2,2,0.1549295774647887,0.1363201015462728,2,2,1,1,1
2,1,2,0.5208955223880596,2,2,0.0,0.0059773828756058,1,2,1,1,1
2,1,2,0.6243781094527363,2,2,0.056338028169014,0.0427879067620586,1,2,1,1,1
2,1,2,0.6626865671641791,2,2,0.0704225352112676,0.0582390953150242,1,1,1,1,1
2,1,2,0.7054726368159204,2,2,0.352112676056338,0.2606565889683822,2,1,1,1,1
2,1,1,0.0651741293532338,2,2,0.0,0.0006923609508423,0,2,1,0,1
1,1,2,0.8696517412935324,2,1,0.8873239436619719,0.7944034156473575,2,1,1,1,1
2,1,2,0.6228855721393034,2,2,0.1690140845070422,0.1142280175398107,1,2,1,1,1
2,1,2,0.708457711442786,2,2,0.1126760563380281,0.0962727902146319,1,2,0,0,1
2,1,1,0.536318407960199,2,2,0.1267605633802817,0.0894818832217863,2,2,1,1,1
2,1,1,0.5786069651741294,2,1,0.0140845070422535,0.0163858758366028,1,2,0,1,1
2,1,1,0.4313432835820895,2,2,0.2676056338028169,0.1333429494576506,2,2,1,1,1
2,1,2,0.6134328358208956,2,2,0.1126760563380281,0.0834179552273251,1,1,1,0,1
2,1,2,0.7751243781094528,2,2,0.4366197183098592,0.3462324024924994,2,2,1,1,1
0,1,1,0.4681592039800994,1,1,0.971830985915493,0.547074774982691,2,2,0,0,1
2,1,0,0.0139303482587064,0,0,0.0,9.808446803600232e-05,1,0,0,1,1
2,1,2,0.6606965174129353,2,2,0.0,0.007598661435495,2,2,1,1,1
2,1,2,0.5104477611940298,2,2,0.0,0.0058562197092084,1,2,1,0,1
2,1,1,0.127363184079602,2,2,0.1690140845070422,0.0379009923840295,0,1,1,1,1
2,1,1,0.3258706467661691,1,2,0.0845070422535211,0.0386856681283175,1,2,1,1,1
2,0,1,0.2597014925373134,2,2,0.0,0.0029483037156704,1,2,1,0,1
2,1,2,0.6114427860696517,2,2,0.0845070422535211,0.0654569582275559,1,2,1,1,1
2,0,1,0.3656716417910447,2,2,0.7464788732394366,0.3547022847911378,2,1,1,1,1
2,1,2,0.6626865671641791,2,2,0.056338028169014,0.0457823678744518,1,2,1,1,1
2,1,2,0.5512437810945274,2,2,0.0,0.0063293330256173,2,2,1,1,1
1,1,1,0.5537313432835821,2,1,0.4507042253521127,0.2753577198246019,1,2,1,0,1
2,1,2,0.5920398009950248,2,2,0.7605633802816901,0.512272097853681,2,2,1,0,1
2,1,1,0.2761194029850746,2,2,0.0,0.003138702977152,1,2,0,0,1
2,1,2,0.6084577114427862,2,2,0.1971830985915492,0.1312370182321717,1,2,1,1,1
2,1,2,0.5328358208955224,2,2,0.2112676056338028,0.1325871220863143,1,2,1,0,1
1,1,2,0.6980099502487562,2,2,0.6056338028169015,0.4493537964458804,2,1,0,0,1
2,0,1,0.2761194029850746,2,2,0.056338028169014,0.0234133394876528,1,2,0,1,1
2,1,1,0.3333333333333333,2,2,0.0422535211267605,0.0210362335564274,2,2,0,1,1
2,1,2,0.7577114427860697,1,2,0.4084507042253521,0.3253981075467343,2,1,1,0,1
2,1,2,0.5164179104477612,2,2,0.0,0.0059254558042926,1,2,1,1,1
